Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
1,Sandy Alcantara,30,MIA,NL,1.2,3,2,.600,3.04,7,7,0,1,1,0,47.1,40,18,16,4,15,0,31,1,0,1,193,138,3.92,1.162,7.6,0.8,2.9,5.9,2.07,,alcansa01
2,Max Fried*,32,NYY,AL,1.9,4,1,.800,2.09,7,7,0,0,0,0,47.1,26,11,11,1,12,0,37,2,0,0,177,203,2.72,0.803,4.9,0.2,2.3,7.0,3.08,,friedma01
3,George Kirby,28,SEA,AL,1.1,4,2,.667,3.00,7,7,0,1,0,0,45.0,40,15,15,4,11,0,34,2,0,0,178,133,3.63,1.133,8.0,0.8,2.2,6.8,3.09,,kirbyge01
4,Tarik Skubal*,29,DET,AL,1.6,3,2,.600,2.70,7,7,0,0,0,0,43.1,35,14,13,2,6,0,45,1,0,0,166,160,2.13,0.946,7.3,0.4,1.2,9.3,7.50,,skubata01
5,Gavin Williams,26,CLE,AL,1.3,5,1,.833,2.70,7,7,0,0,0,0,43.1,25,14,13,6,19,0,53,1,0,0,171,157,3.86,1.015,5.2,1.2,3.9,11.0,2.79,,williga01
6,José Soriano,27,LAA,AL,2.6,5,1,.833,0.84,7,7,0,0,0,0,42.2,24,4,4,3,16,1,49,0,0,0,163,509,2.86,0.938,5.1,0.6,3.4,10.3,3.06,,soriajo02
7,Cam Schlittler,25,NYY,AL,1.7,4,1,.800,1.51,7,7,0,0,0,0,41.2,25,9,7,1,6,0,49,0,0,0,156,281,1.51,0.744,5.4,0.2,1.3,10.6,8.17,,schlica01
8,Taj Bradley,25,MIN,AL,1.4,3,1,.750,2.85,7,7,0,0,0,0,41.0,35,13,13,5,15,0,44,2,0,1,174,155,3.80,1.220,7.7,1.1,3.3,9.7,2.93,,bradlta01
9,Nathan Eovaldi,36,TEX,AL,-0.2,3,4,.429,4.76,7,7,0,0,0,0,39.2,43,23,21,9,10,0,39,2,0,3,173,79,5.01,1.336,9.8,2.0,2.3,8.8,3.90,,eovalna01
10,Tyler Glasnow,32,LAD,NL,1.1,3,0,1.000,2.56,6,6,0,0,0,0,38.2,19,11,11,4,13,1,47,0,0,0,144,158,3.04,0.828,4.4,0.9,3.0,10.9,3.62,,glasnty01
11,Joe Ryan,30,MIN,AL,0.3,2,3,.400,3.76,7,7,0,0,0,0,38.1,31,21,16,3,9,0,39,2,0,1,155,118,2.96,1.043,7.3,0.7,2.1,9.2,4.33,,ryanjo04
12,Luis Severino,32,ATH,AL,0.7,2,2,.500,4.46,7,7,0,0,0,0,38.1,32,19,19,4,23,0,40,2,0,0,162,103,4.34,1.435,7.5,0.9,5.4,9.4,1.74,,severlu01
13,Logan Gilbert,29,SEA,AL,0.4,1,3,.250,4.03,7,7,0,0,0,0,38.0,41,17,17,4,8,0,39,3,0,2,160,99,3.30,1.289,9.7,0.9,1.9,9.2,4.88,,gilbelo01
14,Seth Lugo,36,KCR,AL,1.2,1,1,.500,2.63,6,6,0,0,0,0,37.2,33,12,11,1,11,0,31,0,0,0,149,162,2.69,1.168,7.9,0.2,2.6,7.4,2.82,,lugose01
15,Yoshinobu Yamamoto,27,LAD,NL,0.6,2,2,.500,2.87,6,6,0,0,0,0,37.2,29,13,12,4,9,0,32,1,0,0,147,141,3.60,1.009,6.9,1.0,2.2,7.6,3.56,,yamamyo01
16,Michael Wacha,34,KCR,AL,1.0,2,2,.500,3.13,6,6,0,0,0,0,37.1,28,13,13,4,14,0,33,1,0,0,148,136,3.95,1.125,6.8,1.0,3.4,8.0,2.36,,wachami01
17,Bryce Elder,27,ATL,NL,1.0,3,1,.750,1.95,6,6,0,0,0,0,37.0,26,11,8,2,10,0,31,2,0,0,146,210,3.12,0.973,6.3,0.5,2.4,7.5,3.10,,elderbr01
18,Davis Martin,29,CHW,AL,1.9,4,1,.800,1.95,6,6,0,0,0,0,37.0,32,8,8,2,8,0,33,2,0,1,144,223,2.85,1.081,7.8,0.5,1.9,8.0,4.13,,martida03
19,Nick Martinez,35,TBR,AL,1.5,2,1,.667,1.70,6,6,0,0,0,0,37.0,28,7,7,3,9,0,24,0,0,0,147,252,3.60,1.000,6.8,0.7,2.2,5.8,2.67,,martini01
20,Logan Webb,29,SFG,NL,-0.2,2,3,.400,4.86,6,6,0,0,0,0,37.0,38,22,20,2,13,0,32,2,0,0,161,81,3.31,1.378,9.2,0.5,3.2,7.8,2.46,,webblo01
21,Parker Messick*,25,CLE,AL,1.8,3,0,1.000,1.73,6,6,0,0,0,0,36.1,22,7,7,1,10,0,38,1,0,1,135,245,2.29,0.881,5.4,0.2,2.5,9.4,3.80,,messipa01
22,Clay Holmes,33,NYM,NL,1.5,3,2,.600,1.75,6,6,0,0,0,0,36.0,24,7,7,3,11,0,25,1,1,2,142,228,3.81,0.972,6.0,0.8,2.8,6.3,2.27,,holmecl01
23,Jeffrey Springs*,33,ATH,AL,0.9,3,2,.600,3.79,6,6,0,0,0,0,35.2,25,15,15,5,11,0,31,1,0,0,142,121,4.21,1.009,6.3,1.3,2.8,7.8,2.82,,sprinje01
24,Tanner Bibee,27,CLE,AL,0.5,0,4,.000,4.08,7,7,0,0,0,0,35.1,37,16,16,5,14,0,32,0,0,2,153,104,4.33,1.443,9.4,1.3,3.6,8.2,2.29,,bibeeta01
25,Edward Cabrera,28,CHC,NL,0.3,3,0,1.000,3.06,6,6,0,0,0,0,35.1,30,14,12,3,12,0,29,1,0,0,144,124,3.68,1.189,7.6,0.8,3.1,7.4,2.42,,cabreed02
26,Nolan McLean,24,NYM,NL,0.8,1,2,.333,2.55,6,6,0,0,0,0,35.1,20,12,10,2,10,0,45,1,0,0,135,157,2.24,0.849,5.1,0.5,2.5,11.5,4.50,,mcleano01
27,Landen Roupp,27,SFG,NL,0.7,5,1,.833,2.55,6,6,0,0,0,0,35.1,18,12,10,1,14,0,37,2,0,1,137,155,2.75,0.906,4.6,0.3,3.6,9.4,2.64,,rouppla01
28,Kevin Gausman,35,TOR,AL,1.1,2,1,.667,2.57,6,6,0,0,0,0,35.0,27,11,10,3,6,0,38,0,1,0,138,174,2.58,0.943,6.9,0.8,1.5,9.8,6.33,,gausmke01
29,Jack Kochanowicz,25,LAA,AL,0.8,2,0,1.000,3.09,6,6,0,0,0,0,35.0,24,14,12,1,18,0,24,1,0,1,147,139,3.75,1.200,6.2,0.3,4.6,6.2,1.33,,kochaja01
30,Chris Sale*,37,ATL,NL,1.1,5,1,.833,2.31,6,6,0,0,0,0,35.0,23,9,9,5,9,0,38,4,0,0,137,176,3.92,0.914,5.9,1.3,2.3,9.8,4.22,,salech01
31,Ranger Suárez*,30,BOS,AL,0.7,2,2,.500,3.09,6,6,0,0,0,0,35.0,24,12,12,3,9,0,29,0,0,0,132,135,3.35,0.943,6.2,0.8,2.3,7.5,3.22,,suarera01
32,Bryan Woo,26,SEA,AL,0.3,1,2,.333,3.86,6,6,0,0,0,0,35.0,31,17,15,4,6,0,27,2,1,0,141,104,3.75,1.057,8.0,1.0,1.5,6.9,4.50,,woobr01
33,Emerson Hancock,27,SEA,AL,0.8,2,1,.667,2.86,6,6,0,0,0,0,34.2,28,11,11,7,6,0,32,2,0,1,132,140,4.59,0.981,7.3,1.8,1.6,8.3,5.33,,hancoem01
34,Jameson Taillon,34,CHC,NL,0.0,2,1,.667,4.41,6,6,0,0,0,0,34.2,27,18,17,9,13,1,31,1,0,0,141,86,5.92,1.154,7.0,2.3,3.4,8.0,2.38,,taillja01
35,Shota Imanaga*,32,CHC,NL,0.6,2,2,.500,3.15,6,6,0,0,0,0,34.1,21,12,12,3,9,0,38,0,0,2,133,121,2.83,0.874,5.5,0.8,2.4,10.0,4.22,,imanash01
36,Jesús Luzardo*,28,PHI,NL,0.4,2,3,.400,5.50,6,6,0,0,0,0,34.1,35,22,21,3,9,0,41,1,0,3,145,79,2.74,1.282,9.2,0.8,2.4,10.7,4.56,,luzarje01
37,Framber Valdez*,32,DET,AL,0.8,2,1,.667,3.41,6,6,0,0,0,0,34.1,31,14,13,2,14,0,24,1,0,1,148,127,3.79,1.311,8.1,0.5,3.7,6.3,1.71,,valdefr01
38,Braxton Ashcraft,26,PIT,NL,0.4,1,2,.333,3.71,6,6,0,0,0,0,34.0,27,17,14,3,12,0,39,1,0,0,138,115,3.12,1.147,7.1,0.8,3.2,10.3,3.25,,ashcrbr01
39,Shane Baz,27,BAL,AL,0.2,1,2,.333,4.50,6,6,0,0,0,0,34.0,40,17,17,3,11,0,29,2,0,2,150,94,3.71,1.500,10.6,0.8,2.9,7.7,2.64,,bazsh01
40,Chase Burns,23,CIN,NL,1.4,3,1,.750,2.65,6,6,0,0,0,0,34.0,26,10,10,5,12,0,39,0,0,0,137,168,3.79,1.118,6.9,1.3,3.2,10.3,3.25,,burnsch01
41,Mitch Keller,30,PIT,NL,0.9,2,1,.667,3.18,6,6,0,0,0,0,34.0,28,12,12,1,11,0,25,1,1,0,137,134,3.09,1.147,7.4,0.3,2.9,6.6,2.27,,kellemi03
42,Rhett Lowder,24,CIN,NL,1.2,3,1,.750,3.18,6,6,0,0,0,0,34.0,30,13,12,1,10,0,25,0,0,0,140,140,2.91,1.176,7.9,0.3,2.6,6.6,2.50,,lowderh01
43,Kris Bubic*,28,KCR,AL,0.7,2,1,.667,3.74,6,6,0,0,0,0,33.2,23,14,14,3,17,0,35,1,0,3,137,114,3.80,1.188,6.1,0.8,4.5,9.4,2.06,,bubickr01
44,Sean Burke,26,CHW,AL,1.1,1,2,.333,3.21,6,4,0,0,0,0,33.2,28,13,12,3,7,0,24,1,0,2,133,135,3.56,1.040,7.5,0.8,1.9,6.4,3.43,,burkese01
45,Reid Detmers*,26,LAA,AL,0.5,1,2,.333,4.28,6,6,0,0,0,0,33.2,28,17,16,3,9,0,36,3,0,0,141,101,3.21,1.099,7.5,0.8,2.4,9.6,4.00,,detmere01
46,Foster Griffin*,30,WSN,NL,1.2,3,0,1.000,2.67,6,6,0,0,0,0,33.2,26,10,10,5,10,0,30,2,1,1,137,153,4.34,1.069,7.0,1.3,2.7,8.0,3.00,,grifffo01
47,Michael King,31,SDP,NL,1.2,3,1,.750,2.41,6,6,0,0,0,0,33.2,20,10,9,3,15,0,34,4,0,0,134,173,3.95,1.040,5.3,0.8,4.0,9.1,2.27,,kingmi01
48,Cristopher Sánchez*,29,PHI,NL,1.1,2,2,.500,2.94,6,6,0,0,0,0,33.2,44,16,11,3,10,0,43,0,0,0,153,147,2.61,1.604,11.8,0.8,2.7,11.5,4.30,,sanchcr01
49,Randy Vásquez,27,SDP,NL,1.1,3,0,1.000,2.94,6,6,0,0,0,0,33.2,28,11,11,3,11,0,34,2,0,0,137,142,3.42,1.158,7.5,0.8,2.9,9.1,3.09,,vasqura02
50,Ryan Weathers*,26,NYY,AL,0.7,1,2,.333,3.21,6,6,0,0,0,0,33.2,33,12,12,5,8,0,40,0,0,2,137,133,3.39,1.218,8.8,1.3,2.1,10.7,5.00,,weathry01
51,Erick Fedde,33,CHW,AL,0.7,0,3,.000,3.24,6,4,0,0,0,0,33.1,24,15,12,5,11,0,22,2,0,1,134,134,4.92,1.050,6.5,1.4,3.0,5.9,2.00,,feddeer01
52,Michael McGreevy,25,STL,NL,0.6,1,2,.333,2.97,6,6,0,0,0,0,33.1,25,11,11,5,5,0,21,0,0,0,127,132,4.26,0.900,6.8,1.4,1.4,5.7,4.20,,mcgremi01
53,Robbie Ray*,34,SFG,NL,0.8,2,3,.400,2.70,6,6,0,0,0,0,33.1,24,10,10,5,14,0,35,0,0,0,135,147,4.23,1.140,6.5,1.4,3.8,9.5,2.50,,rayro02
54,Janson Junk,30,MIA,NL,0.9,2,2,.500,3.00,6,6,0,0,0,0,33.0,27,13,11,2,8,0,21,1,0,1,133,140,3.45,1.061,7.4,0.5,2.2,5.7,2.63,,junkja01
55,Jacob Misiorowski,24,MIL,NL,0.4,1,2,.333,3.31,6,6,0,0,0,0,32.2,23,14,12,4,13,0,51,5,0,2,137,125,3.24,1.102,6.3,1.1,3.6,14.1,3.92,,misioja01
56,Eduardo Rodríguez*,33,ARI,NL,0.7,2,0,1.000,3.03,6,6,0,0,0,0,32.2,30,12,11,4,16,0,22,0,0,0,143,142,4.83,1.408,8.3,1.1,4.4,6.1,1.38,,rodried05
57,Grant Holmes,30,ATL,NL,0.5,2,1,.667,3.62,6,6,0,0,0,0,32.1,25,13,13,5,14,0,25,0,0,2,135,113,4.88,1.206,7.0,1.4,3.9,7.0,1.79,,holmegr01
58,Freddy Peralta,30,NYM,NL,0.3,1,3,.250,3.90,6,6,0,0,0,0,32.1,26,14,14,4,13,0,36,2,0,1,139,103,3.89,1.206,7.2,1.1,3.6,10.0,2.77,,peralfr01
59,Chase Dollander,24,COL,NL,1.4,3,2,.600,2.25,7,1,1,0,0,0,32.0,23,8,8,3,9,0,39,3,0,0,130,213,3.02,1.000,6.5,0.8,2.5,11.0,4.33,,dollach01
60,Bailey Ober,30,MIN,AL,0.6,2,1,.667,3.94,6,6,0,0,0,0,32.0,26,15,14,3,11,0,27,2,0,0,133,112,3.87,1.156,7.3,0.8,3.1,7.6,2.45,,oberba01
61,Mike Burrows,26,HOU,AL,-0.2,1,3,.250,6.25,6,6,0,0,0,0,31.2,41,22,22,7,12,0,33,1,0,0,143,69,5.14,1.674,11.7,2.0,3.4,9.4,2.75,,burromi01
62,Connelly Early*,24,BOS,AL,0.7,2,1,.667,2.84,6,6,0,0,0,0,31.2,24,10,10,4,14,0,28,3,0,2,131,147,4.60,1.200,6.8,1.1,4.0,8.0,2.00,,earlyco01
63,Tomoyuki Sugano,36,COL,NL,1.4,3,1,.750,2.84,6,6,0,0,0,0,31.2,28,10,10,5,9,0,21,0,0,1,131,168,4.70,1.168,8.0,1.4,2.6,6.0,2.33,,suganto01
64,Dylan Cease,30,TOR,AL,0.9,1,1,.500,2.87,6,6,0,0,0,0,31.1,26,12,10,0,17,0,49,2,0,1,138,156,1.81,1.372,7.5,0.0,4.9,14.1,2.88,,ceasedy01
65,Jacob deGrom,38,TEX,AL,1.1,2,1,.667,2.01,6,6,0,0,0,0,31.1,23,7,7,4,7,1,40,0,0,2,123,187,2.89,0.957,6.6,1.1,2.0,11.5,5.71,,degroja01
66,Jack Leiter,26,TEX,AL,-0.3,1,2,.333,5.17,6,6,0,0,0,0,31.1,34,19,18,6,12,0,33,2,0,0,138,73,4.84,1.468,9.8,1.7,3.4,9.5,2.75,,leiteja01
67,Steven Matz*,35,TBR,AL,0.2,4,1,.800,4.31,6,6,0,0,0,0,31.1,24,15,15,6,11,0,27,1,0,2,127,100,5.03,1.117,6.9,1.7,3.2,7.8,2.45,,matzst01
68,Aaron Nola,33,PHI,NL,0.2,1,3,.250,6.03,6,6,0,0,0,0,31.1,36,21,21,6,13,0,35,0,0,0,140,72,4.62,1.564,10.3,1.7,3.7,10.1,2.69,,nolaaa01
69,Andre Pallante,27,STL,NL,0.2,3,2,.600,3.73,6,6,0,0,0,0,31.1,27,14,13,4,14,0,26,2,0,1,138,105,4.65,1.309,7.8,1.1,4.0,7.5,1.86,,pallaan01
70,Eury Pérez,23,MIA,NL,-0.1,2,2,.500,4.60,6,6,0,0,0,0,31.1,30,20,16,6,14,0,33,2,1,0,136,92,5.03,1.404,8.6,1.7,4.0,9.5,2.36,,perezeu02
71,Will Warren,27,NYY,AL,0.5,3,0,1.000,2.59,6,6,0,0,0,0,31.1,29,13,9,3,7,0,37,1,1,1,129,165,2.77,1.149,8.3,0.9,2.0,10.6,5.29,,warrewi01
72,MacKenzie Gore*,27,TEX,AL,0.1,2,2,.500,4.35,6,6,0,0,0,0,31.0,25,15,15,5,15,0,42,1,0,0,133,86,4.05,1.290,7.3,1.5,4.4,12.2,2.80,,gorema01
73,Yusei Kikuchi*,35,LAA,AL,-0.1,0,3,.000,5.81,7,7,0,0,0,0,31.0,35,20,20,3,14,0,33,1,1,3,142,74,3.70,1.581,10.2,0.9,4.1,9.6,2.36,,kikucyu01
74,Casey Mize,29,DET,AL,1.1,2,2,.500,2.90,6,6,0,0,0,0,31.0,26,10,10,2,11,0,35,1,0,0,128,150,2.86,1.194,7.5,0.6,3.2,10.2,3.18,,mizeca01
75,Cade Cavalli,27,WSN,NL,0.2,1,1,.500,3.82,7,7,0,0,0,0,30.2,37,17,13,1,14,0,38,4,0,2,143,107,2.82,1.663,10.9,0.3,4.1,11.2,2.71,,cavalca01
76,Aaron Civale,31,ATH,AL,0.9,2,1,.667,3.23,6,6,0,0,0,0,30.2,32,11,11,3,8,1,24,1,0,2,132,142,3.70,1.304,9.4,0.9,2.3,7.0,3.00,,civalaa01
77,Tyler Mahle,31,SFG,NL,-0.3,1,4,.200,5.87,6,6,0,0,0,0,30.2,33,20,20,6,17,0,29,0,0,3,136,68,5.43,1.630,9.7,1.8,5.0,8.5,1.71,,mahlety01
78,Dustin May,28,STL,NL,-0.4,3,2,.600,5.28,6,6,0,0,0,0,30.2,40,19,18,3,7,0,22,2,0,3,130,74,3.84,1.533,11.7,0.9,2.1,6.5,3.14,,maydu01
79,Drew Rasmussen,30,TBR,AL,0.7,2,1,.667,2.64,6,6,0,0,0,0,30.2,21,11,9,5,5,0,32,0,0,1,122,163,3.64,0.848,6.2,1.5,1.5,9.4,6.40,,rasmudr01
80,Joey Cantillo*,26,CLE,AL,0.5,1,1,.500,2.97,6,6,0,0,0,0,30.1,27,14,10,4,13,0,34,1,0,2,125,144,3.98,1.319,8.0,1.2,3.9,10.1,2.62,,cantijo01
81,Slade Cecconi,27,CLE,AL,-0.4,0,4,.000,6.23,6,6,0,0,0,0,30.1,33,23,21,6,13,0,25,3,0,1,139,68,5.62,1.516,9.8,1.8,3.9,7.4,1.92,,ceccosl01
82,Matthew Liberatore*,26,STL,NL,-0.1,0,1,.000,4.75,6,6,0,0,0,0,30.1,36,16,16,8,11,0,19,0,0,1,135,83,6.38,1.549,10.7,2.4,3.3,5.6,1.73,,liberma01
83,David Peterson*,30,NYM,NL,-0.5,0,4,.000,6.53,7,5,0,0,0,0,30.1,38,23,22,2,14,0,29,2,0,1,144,61,3.65,1.714,11.3,0.6,4.2,8.6,2.07,,peterda01
84,Trevor Rogers*,28,BAL,AL,0.1,2,3,.400,4.75,6,6,0,0,0,0,30.1,34,17,16,3,10,0,27,1,0,2,133,89,3.71,1.451,10.1,0.9,3.0,8.0,2.70,,rogertr01
85,Kyle Bradish,29,BAL,AL,0.0,1,3,.250,4.20,6,6,0,0,0,0,30.0,35,18,14,3,17,0,31,0,0,2,136,101,4.05,1.733,10.5,0.9,5.1,9.3,1.82,,bradiky01
86,Garrett Crochet*,27,BOS,AL,-0.6,3,3,.500,6.30,6,6,0,0,0,0,30.0,33,23,21,5,11,0,37,4,0,2,138,66,4.32,1.467,9.9,1.5,3.3,11.1,3.36,,crochga01
87,Max Meyer,27,MIA,NL,0.7,1,0,1.000,3.30,6,6,0,0,0,0,30.0,24,12,11,2,12,0,33,3,0,1,132,128,3.28,1.200,7.2,0.6,3.6,9.9,2.75,,meyerma01
88,Shohei Ohtani,31,LAD,NL,1.3,2,1,.667,0.60,5,5,0,0,0,0,30.0,17,4,2,0,9,0,34,2,0,0,119,675,1.95,0.867,5.1,0.0,2.7,10.2,3.78,,ohtansh01
89,Simeon Woods Richardson,25,MIN,AL,-0.2,0,4,.000,6.30,6,6,0,0,0,0,30.0,38,22,21,6,13,0,15,0,0,1,136,70,6.02,1.700,11.4,1.8,3.9,4.5,1.15,,woodssi01
90,Justin Wrobleski*,25,LAD,NL,1.2,4,0,1.000,1.50,5,4,1,0,0,0,30.0,20,5,5,0,9,0,15,1,0,1,119,270,3.12,0.967,6.0,0.0,2.7,4.5,1.67,,wroblju01
91,Jake Irvin,29,WSN,NL,0.2,1,3,.250,4.85,6,6,0,0,0,0,29.2,24,17,16,4,11,0,34,4,0,1,129,84,4.10,1.180,7.3,1.2,3.3,10.3,3.09,,irvinja01
92,Kyle Leahy,29,STL,NL,-0.3,3,3,.500,5.52,6,6,0,0,0,0,29.1,38,18,18,6,11,0,22,2,0,1,134,71,5.61,1.670,11.7,1.8,3.4,6.8,2.00,,leahyky01
93,Bubba Chandler,23,PIT,NL,0.1,1,3,.250,4.97,6,6,0,0,0,0,29.0,23,17,16,5,20,0,27,1,0,2,130,86,5.67,1.483,7.1,1.6,6.2,8.4,1.35,,chandbu01
94,Brady Singer,29,CIN,NL,0.4,2,1,.667,4.97,6,6,0,0,0,0,29.0,40,17,16,5,7,0,19,2,0,1,134,90,4.98,1.621,12.4,1.6,2.2,5.9,2.71,,singebr01
95,Paul Skenes,24,PIT,NL,1.1,4,1,.800,2.48,6,6,0,0,0,0,29.0,14,8,8,2,7,0,30,2,0,0,110,171,2.88,0.724,4.3,0.6,2.2,9.3,4.29,,skenepa01
96,Andrew Abbott*,27,CIN,NL,-0.2,0,2,.000,6.59,6,6,0,0,0,0,28.2,38,22,21,4,13,0,19,0,0,0,133,68,4.97,1.779,11.9,1.3,4.1,6.0,1.46,,abbotan01
97,Zac Gallen,30,ARI,NL,0.5,1,1,.500,3.14,6,6,0,0,0,0,28.2,32,11,10,2,7,0,17,0,0,0,120,137,3.57,1.360,10.0,0.6,2.2,5.3,2.43,,galleza01
98,Zack Littell,30,WSN,NL,-1.0,0,4,.000,7.85,6,5,0,0,0,0,28.2,39,31,25,13,11,0,16,0,0,0,137,52,9.05,1.744,12.2,4.1,3.5,5.0,1.45,,litteza01
99,Michael Lorenzen,34,COL,NL,-0.4,2,2,.500,5.97,7,6,0,0,0,0,28.2,47,24,19,4,6,0,19,3,1,0,141,80,4.55,1.849,14.8,1.3,1.9,6.0,3.17,,lorenmi01
100,Brandon Woodruff,33,MIL,NL,0.3,2,1,.667,3.77,5,5,0,0,0,0,28.2,23,13,12,4,6,1,23,1,0,0,115,110,4.06,1.012,7.2,1.3,1.9,7.2,3.83,,woodrbr01
101,Luis Castillo,33,SEA,AL,-0.7,0,2,.000,6.35,6,6,0,0,0,0,28.1,38,24,20,4,11,0,26,2,0,0,134,63,4.49,1.729,12.1,1.3,3.5,8.3,2.36,,castilu02
102,Carmen Mlodzinski,27,PIT,NL,0.3,1,2,.333,4.13,6,5,0,0,0,0,28.1,30,14,13,0,11,0,30,1,0,0,126,103,2.27,1.447,9.5,0.0,3.5,9.5,2.73,,mlodzca01
103,Martín Pérez*,35,ATL,NL,0.8,2,1,.667,2.22,6,4,1,0,0,0,28.1,18,7,7,3,10,0,19,2,0,0,112,184,4.42,0.988,5.7,1.0,3.2,6.0,1.90,,perezma02
